
executed_tx 100, accessedPercentage 50
executed_tx 695000, accessedPercentage 2
executed_tx 695100, accessedPercentage 2
executed_tx 695200, accessedPercentage 2
executed_tx 695300, accessedPercentage 2
executed_tx 695400, accessedPercentage 2
executed_tx 695500, accessedPercentage 2
executed_tx 695600, accessedPercentage 2
executed_tx 695700, accessedPercentage 2
executed_tx 695800, accessedPercentage 2
executed_tx 695900, accessedPercentage 2
executed_tx 696000, accessedPercentage 2
executed_tx 696100, accessedPercentage 2
executed_tx 696200, accessedPercentage 2
executed_tx 696300, accessedPercentage 2
executed_tx 696400, accessedPercentage 2
executed_tx 696500, accessedPercentage 2
executed_tx 696600, accessedPercentage 2
executed_tx 696700, accessedPercentage 2
executed_tx 696800, accessedPercentage 2
executed_tx 696900, accessedPercentage 2
executed_tx 697000, accessedPercentage 2
executed_tx 697100, accessedPercentage 2
executed_tx 697200, accessedPercentage 2
executed_tx 697300, accessedPercentage 2
executed_tx 697400, accessedPercentage 2
executed_tx 697500, accessedPercentage 2
executed_tx 697600, accessedPercentage 2
executed_tx 697700, accessedPercentage 2
executed_tx 697800, accessedPercentage 2
executed_tx 697900, accessedPercentage 2
executed_tx 698000, accessedPercentage 2
executed_tx 698100, accessedPercentage 2
executed_tx 698200, accessedPercentage 2
executed_tx 698300, accessedPercentage 2
executed_tx 698400, accessedPercentage 2
executed_tx 698500, accessedPercentage 2
executed_tx 698600, accessedPercentage 2
executed_tx 698700, accessedPercentage 2
executed_tx 698800, accessedPercentage 2
executed_tx 698900, accessedPercentage 2
executed_tx 699000, accessedPercentage 2
executed_tx 699100, accessedPercentage 2
executed_tx 699200, accessedPercentage 2
executed_tx 699300, accessedPercentage 2
executed_tx 699400, accessedPercentage 2
executed_tx 699500, accessedPercentage 2
executed_tx 699600, accessedPercentage 2
executed_tx 699700, accessedPercentage 2
executed_tx 699800, accessedPercentage 2
executed_tx 699900, accessedPercentage 2
executed_tx 700000, accessedPercentage 2
executed_tx 700100, accessedPercentage 2
executed_tx 700200, accessedPercentage 2
executed_tx 700300, accessedPercentage 2
executed_tx 700400, accessedPercentage 2
executed_tx 700500, accessedPercentage 2
executed_tx 700600, accessedPercentage 2
executed_tx 700700, accessedPercentage 2
executed_tx 700800, accessedPercentage 2
executed_tx 700900, accessedPercentage 2
executed_tx 701000, accessedPercentage 2
executed_tx 701100, accessedPercentage 2
executed_tx 701200, accessedPercentage 2
executed_tx 701300, accessedPercentage 2
executed_tx 701400, accessedPercentage 2
executed_tx 701500, accessedPercentage 2
executed_tx 701600, accessedPercentage 2
executed_tx 701700, accessedPercentage 2
executed_tx 701800, accessedPercentage 2
executed_tx 701900, accessedPercentage 2
executed_tx 702000, accessedPercentage 2
executed_tx 702100, accessedPercentage 2
Predicted: 83733.390625|131275.968750|172384.375000|147556.625000, measured: 175075.218750, max txs: 4, ab.prob: 0.716132
executed_tx 702200, accessedPercentage 2
executed_tx 702300, accessedPercentage 2
executed_tx 702400, accessedPercentage 2
executed_tx 702500, accessedPercentage 2
executed_tx 702600, accessedPercentage 2
executed_tx 702700, accessedPercentage 2
executed_tx 702800, accessedPercentage 2
executed_tx 702900, accessedPercentage 2
executed_tx 703000, accessedPercentage 2
executed_tx 703100, accessedPercentage 2
executed_tx 703200, accessedPercentage 2
executed_tx 703300, accessedPercentage 2
executed_tx 703400, accessedPercentage 2
executed_tx 703500, accessedPercentage 2
executed_tx 703600, accessedPercentage 2
executed_tx 703700, accessedPercentage 2
executed_tx 703800, accessedPercentage 2
executed_tx 703900, accessedPercentage 2
executed_tx 704000, accessedPercentage 2
executed_tx 704100, accessedPercentage 2
executed_tx 704200, accessedPercentage 2
executed_tx 704300, accessedPercentage 2
executed_tx 704400, accessedPercentage 2
executed_tx 704500, accessedPercentage 2
executed_tx 704600, accessedPercentage 2
executed_tx 704700, accessedPercentage 2
executed_tx 704800, accessedPercentage 2
executed_tx 704900, accessedPercentage 1
executed_tx 705000, accessedPercentage 1
executed_tx 705100, accessedPercentage 1
executed_tx 705200, accessedPercentage 1
executed_tx 705300, accessedPercentage 1
executed_tx 705400, accessedPercentage 1
executed_tx 705500, accessedPercentage 1
executed_tx 705600, accessedPercentage 1
executed_tx 705700, accessedPercentage 1
executed_tx 705800, accessedPercentage 1
executed_tx 705900, accessedPercentage 1
executed_tx 706000, accessedPercentage 1
executed_tx 706100, accessedPercentage 1
executed_tx 706200, accessedPercentage 1
executed_tx 706300, accessedPercentage 1
executed_tx 706400, accessedPercentage 1
executed_tx 706500, accessedPercentage 1
executed_tx 706600, accessedPercentage 1
executed_tx 706700, accessedPercentage 1
executed_tx 706800, accessedPercentage 1
executed_tx 706900, accessedPercentage 1
executed_tx 707000, accessedPercentage 1
executed_tx 707100, accessedPercentage 1
executed_tx 707200, accessedPercentage 1
executed_tx 707300, accessedPercentage 1
executed_tx 707400, accessedPercentage 1
executed_tx 707500, accessedPercentage 1
executed_tx 707600, accessedPercentage 1
executed_tx 707700, accessedPercentage 1
executed_tx 707800, accessedPercentage 1
executed_tx 707900, accessedPercentage 1
executed_tx 708000, accessedPercentage 1
executed_tx 708100, accessedPercentage 1
executed_tx 708200, accessedPercentage 1
executed_tx 708300, accessedPercentage 1
executed_tx 708400, accessedPercentage 1
executed_tx 708500, accessedPercentage 1
executed_tx 708600, accessedPercentage 1
executed_tx 708700, accessedPercentage 1
executed_tx 708800, accessedPercentage 1
executed_tx 708900, accessedPercentage 1
executed_tx 709000, accessedPercentage 1
executed_tx 709100, accessedPercentage 1
executed_tx 709200, accessedPercentage 1
executed_tx 709300, accessedPercentage 1
executed_tx 709400, accessedPercentage 1
executed_tx 709500, accessedPercentage 1
executed_tx 709600, accessedPercentage 1
executed_tx 709700, accessedPercentage 1
executed_tx 709800, accessedPercentage 1
executed_tx 709900, accessedPercentage 1
executed_tx 710000, accessedPercentage 1
executed_tx 710100, accessedPercentage 1
executed_tx 710200, accessedPercentage 1
executed_tx 710300, accessedPercentage 1
executed_tx 710400, accessedPercentage 1
executed_tx 710500, accessedPercentage 1
executed_tx 710600, accessedPercentage 1
executed_tx 710700, accessedPercentage 1
executed_tx 710800, accessedPercentage 1
executed_tx 710900, accessedPercentage 1
executed_tx 711000, accessedPercentage 1
executed_tx 711100, accessedPercentage 1
executed_tx 711200, accessedPercentage 1
executed_tx 711300, accessedPercentage 1
executed_tx 711400, accessedPercentage 1
executed_tx 711500, accessedPercentage 1
executed_tx 711600, accessedPercentage 1
executed_tx 711700, accessedPercentage 1
executed_tx 711800, accessedPercentage 1
executed_tx 711900, accessedPercentage 1
executed_tx 712000, accessedPercentage 1
executed_tx 712100, accessedPercentage 1
executed_tx 712200, accessedPercentage 1
executed_tx 712300, accessedPercentage 1
executed_tx 712400, accessedPercentage 1
executed_tx 712500, accessedPercentage 1
executed_tx 712600, accessedPercentage 1
executed_tx 712700, accessedPercentage 1
executed_tx 712800, accessedPercentage 1
executed_tx 712900, accessedPercentage 1
executed_tx 713000, accessedPercentage 1
executed_tx 713100, accessedPercentage 1
executed_tx 713200, accessedPercentage 1
executed_tx 713300, accessedPercentage 1
executed_tx 713400, accessedPercentage 1
executed_tx 713500, accessedPercentage 1
executed_tx 713600, accessedPercentage 1
executed_tx 713700, accessedPercentage 1
executed_tx 713800, accessedPercentage 1
executed_tx 713900, accessedPercentage 1
executed_tx 714000, accessedPercentage 1
executed_tx 714100, accessedPercentage 1
executed_tx 714200, accessedPercentage 1
executed_tx 714300, accessedPercentage 1
executed_tx 714400, accessedPercentage 1
executed_tx 714500, accessedPercentage 1
executed_tx 714600, accessedPercentage 1
executed_tx 714700, accessedPercentage 1
executed_tx 714800, accessedPercentage 1
executed_tx 714900, accessedPercentage 1
executed_tx 715000, accessedPercentage 1
executed_tx 715100, accessedPercentage 1
executed_tx 715200, accessedPercentage 1
executed_tx 715300, accessedPercentage 1
executed_tx 715400, accessedPercentage 1
executed_tx 715500, accessedPercentage 1
executed_tx 715600, accessedPercentage 1
executed_tx 715700, accessedPercentage 1
executed_tx 715800, accessedPercentage 1
executed_tx 715900, accessedPercentage 1
executed_tx 716000, accessedPercentage 1
executed_tx 716100, accessedPercentage 1
executed_tx 716200, accessedPercentage 1
executed_tx 716300, accessedPercentage 1
executed_tx 716400, accessedPercentage 1
executed_tx 716500, accessedPercentage 1
executed_tx 716600, accessedPercentage 1
executed_tx 716700, accessedPercentage 1
executed_tx 716800, accessedPercentage 1
executed_tx 716900, accessedPercentage 1
Predicted: 63777.546875|76792.312500|113854.875000|79182.937500, measured: 113978.437500, max txs: 4, ab.prob: 0.858248
executed_tx 717000, accessedPercentage 1
executed_tx 717100, accessedPercentage 1
executed_tx 717200, accessedPercentage 1
executed_tx 717300, accessedPercentage 1
executed_tx 717400, accessedPercentage 1
executed_tx 717500, accessedPercentage 1
executed_tx 717600, accessedPercentage 1
executed_tx 717700, accessedPercentage 1
executed_tx 717800, accessedPercentage 1
executed_tx 717900, accessedPercentage 1
executed_tx 718000, accessedPercentage 1
executed_tx 718100, accessedPercentage 1
executed_tx 718200, accessedPercentage 1
executed_tx 718300, accessedPercentage 1
executed_tx 718400, accessedPercentage 1
executed_tx 718500, accessedPercentage 1
executed_tx 718600, accessedPercentage 1
executed_tx 718700, accessedPercentage 1
executed_tx 718800, accessedPercentage 1
executed_tx 718900, accessedPercentage 1
executed_tx 719000, accessedPercentage 1
executed_tx 719100, accessedPercentage 1
executed_tx 719200, accessedPercentage 1
executed_tx 719300, accessedPercentage 1
executed_tx 719400, accessedPercentage 1
executed_tx 719500, accessedPercentage 1
executed_tx 719600, accessedPercentage 1
executed_tx 719700, accessedPercentage 1
executed_tx 719800, accessedPercentage 1
executed_tx 719900, accessedPercentage 1
executed_tx 720000, accessedPercentage 1
executed_tx 720100, accessedPercentage 1
executed_tx 720200, accessedPercentage 1
executed_tx 720300, accessedPercentage 1
executed_tx 720400, accessedPercentage 1
executed_tx 720500, accessedPercentage 1
executed_tx 720600, accessedPercentage 1
executed_tx 720700, accessedPercentage 1
executed_tx 720800, accessedPercentage 1
executed_tx 720900, accessedPercentage 1
executed_tx 721000, accessedPercentage 1
executed_tx 721100, accessedPercentage 1
executed_tx 721200, accessedPercentage 1
executed_tx 721300, accessedPercentage 1
executed_tx 721400, accessedPercentage 1
executed_tx 721500, accessedPercentage 1
executed_tx 721600, accessedPercentage 1
executed_tx 721700, accessedPercentage 1
executed_tx 721800, accessedPercentage 1
executed_tx 721900, accessedPercentage 1
executed_tx 722000, accessedPercentage 1
executed_tx 722100, accessedPercentage 1
executed_tx 722200, accessedPercentage 1
executed_tx 722300, accessedPercentage 1
executed_tx 722400, accessedPercentage 1
executed_tx 722500, accessedPercentage 1
executed_tx 722600, accessedPercentage 1
executed_tx 722700, accessedPercentage 1
executed_tx 722800, accessedPercentage 1
executed_tx 722900, accessedPercentage 1
executed_tx 723000, accessedPercentage 1
executed_tx 723100, accessedPercentage 1
executed_tx 723200, accessedPercentage 1
executed_tx 723300, accessedPercentage 1
executed_tx 723400, accessedPercentage 1
executed_tx 723500, accessedPercentage 1
executed_tx 723600, accessedPercentage 1
executed_tx 723700, accessedPercentage 1
executed_tx 723800, accessedPercentage 1
executed_tx 723900, accessedPercentage 1
executed_tx 724000, accessedPercentage 1
executed_tx 724100, accessedPercentage 1
executed_tx 724200, accessedPercentage 1
executed_tx 724300, accessedPercentage 1
executed_tx 724400, accessedPercentage 1
executed_tx 724500, accessedPercentage 1
executed_tx 724600, accessedPercentage 1
executed_tx 724700, accessedPercentage 1
executed_tx 724800, accessedPercentage 1
executed_tx 724900, accessedPercentage 1
executed_tx 725000, accessedPercentage 1
executed_tx 725100, accessedPercentage 1
executed_tx 725200, accessedPercentage 1
executed_tx 725300, accessedPercentage 1
executed_tx 725400, accessedPercentage 1
executed_tx 725500, accessedPercentage 1
executed_tx 725600, accessedPercentage 1
executed_tx 725700, accessedPercentage 1
executed_tx 725800, accessedPercentage 1
executed_tx 725900, accessedPercentage 1
executed_tx 726000, accessedPercentage 1
executed_tx 726100, accessedPercentage 1
executed_tx 726200, accessedPercentage 1
executed_tx 726300, accessedPercentage 1
executed_tx 726400, accessedPercentage 1
executed_tx 726500, accessedPercentage 1
executed_tx 726600, accessedPercentage 1
executed_tx 726700, accessedPercentage 1
executed_tx 726800, accessedPercentage 1
executed_tx 726900, accessedPercentage 1
executed_tx 727000, accessedPercentage 1
executed_tx 727100, accessedPercentage 1
executed_tx 727200, accessedPercentage 1
executed_tx 727300, accessedPercentage 1
executed_tx 727400, accessedPercentage 1
executed_tx 727500, accessedPercentage 1
executed_tx 727600, accessedPercentage 1
executed_tx 727700, accessedPercentage 1
executed_tx 727800, accessedPercentage 1
executed_tx 727900, accessedPercentage 1
executed_tx 728000, accessedPercentage 1
executed_tx 728100, accessedPercentage 1
executed_tx 728200, accessedPercentage 1
executed_tx 728300, accessedPercentage 1
executed_tx 728400, accessedPercentage 1
executed_tx 728500, accessedPercentage 1
executed_tx 728600, accessedPercentage 1
executed_tx 728700, accessedPercentage 1
executed_tx 728800, accessedPercentage 1
executed_tx 728900, accessedPercentage 1
executed_tx 729000, accessedPercentage 1
executed_tx 729100, accessedPercentage 1
executed_tx 729200, accessedPercentage 1
executed_tx 729300, accessedPercentage 1
executed_tx 729400, accessedPercentage 1
executed_tx 729500, accessedPercentage 1
executed_tx 729600, accessedPercentage 1
executed_tx 729700, accessedPercentage 1
executed_tx 729800, accessedPercentage 1
executed_tx 729900, accessedPercentage 1
executed_tx 730000, accessedPercentage 1
Predicted: 71366.757812|63790.777344|113889.828125|78833.570312, measured: 107250.062500, max txs: 4, ab.prob: 0.870155
executed_tx 730100, accessedPercentage 1
executed_tx 730200, accessedPercentage 1
executed_tx 730300, accessedPercentage 1
executed_tx 730400, accessedPercentage 1
executed_tx 730500, accessedPercentage 1
executed_tx 730600, accessedPercentage 1
executed_tx 730700, accessedPercentage 1
executed_tx 730800, accessedPercentage 1
executed_tx 730900, accessedPercentage 1
executed_tx 731000, accessedPercentage 1
executed_tx 731100, accessedPercentage 1
executed_tx 731200, accessedPercentage 1
executed_tx 731300, accessedPercentage 1
executed_tx 731400, accessedPercentage 1
executed_tx 731500, accessedPercentage 1
executed_tx 731600, accessedPercentage 1
executed_tx 731700, accessedPercentage 1
executed_tx 731800, accessedPercentage 1
executed_tx 731900, accessedPercentage 1
executed_tx 732000, accessedPercentage 1
executed_tx 732100, accessedPercentage 1
executed_tx 732200, accessedPercentage 1
executed_tx 732300, accessedPercentage 1
executed_tx 732400, accessedPercentage 1
executed_tx 732500, accessedPercentage 1
executed_tx 732600, accessedPercentage 1
executed_tx 732700, accessedPercentage 1
executed_tx 732800, accessedPercentage 1
executed_tx 732900, accessedPercentage 1
executed_tx 733000, accessedPercentage 1
executed_tx 733100, accessedPercentage 1
executed_tx 733200, accessedPercentage 1
executed_tx 733300, accessedPercentage 1
executed_tx 733400, accessedPercentage 1
executed_tx 733500, accessedPercentage 1
executed_tx 733600, accessedPercentage 1
executed_tx 733700, accessedPercentage 1
executed_tx 733800, accessedPercentage 1
executed_tx 733900, accessedPercentage 1
executed_tx 734000, accessedPercentage 1
executed_tx 734100, accessedPercentage 1
executed_tx 734200, accessedPercentage 1
executed_tx 734300, accessedPercentage 1
executed_tx 734400, accessedPercentage 1
executed_tx 734500, accessedPercentage 1
executed_tx 734600, accessedPercentage 1
executed_tx 734700, accessedPercentage 1
executed_tx 734800, accessedPercentage 1
executed_tx 734900, accessedPercentage 1
executed_tx 735000, accessedPercentage 1
executed_tx 735100, accessedPercentage 1
executed_tx 735200, accessedPercentage 1
executed_tx 735300, accessedPercentage 1
executed_tx 735400, accessedPercentage 1
executed_tx 735500, accessedPercentage 1
executed_tx 735600, accessedPercentage 1
executed_tx 735700, accessedPercentage 1
executed_tx 735800, accessedPercentage 1
executed_tx 735900, accessedPercentage 1
executed_tx 736000, accessedPercentage 1
executed_tx 736100, accessedPercentage 1
executed_tx 736200, accessedPercentage 1
executed_tx 736300, accessedPercentage 1
executed_tx 736400, accessedPercentage 1
executed_tx 736500, accessedPercentage 1
executed_tx 736600, accessedPercentage 1
executed_tx 736700, accessedPercentage 1
executed_tx 736800, accessedPercentage 1
executed_tx 736900, accessedPercentage 1
executed_tx 737000, accessedPercentage 1
executed_tx 737100, accessedPercentage 1
executed_tx 737200, accessedPercentage 1
executed_tx 737300, accessedPercentage 1
executed_tx 737400, accessedPercentage 1
executed_tx 737500, accessedPercentage 1
executed_tx 737600, accessedPercentage 1
executed_tx 737700, accessedPercentage 1
executed_tx 737800, accessedPercentage 1
executed_tx 737900, accessedPercentage 1
executed_tx 738000, accessedPercentage 1
executed_tx 738100, accessedPercentage 1
executed_tx 738200, accessedPercentage 1
executed_tx 738300, accessedPercentage 1
executed_tx 738400, accessedPercentage 1
executed_tx 738500, accessedPercentage 1
executed_tx 738600, accessedPercentage 1
executed_tx 738700, accessedPercentage 1
executed_tx 738800, accessedPercentage 1
executed_tx 738900, accessedPercentage 1
executed_tx 739000, accessedPercentage 1
executed_tx 739100, accessedPercentage 1
executed_tx 739200, accessedPercentage 1
executed_tx 739300, accessedPercentage 1
executed_tx 739400, accessedPercentage 1
executed_tx 739500, accessedPercentage 1
executed_tx 739600, accessedPercentage 1
executed_tx 739700, accessedPercentage 1
executed_tx 739800, accessedPercentage 1
executed_tx 739900, accessedPercentage 1
executed_tx 740000, accessedPercentage 1
executed_tx 740100, accessedPercentage 1
executed_tx 740200, accessedPercentage 1
executed_tx 740300, accessedPercentage 1
executed_tx 740400, accessedPercentage 1
executed_tx 740500, accessedPercentage 1
executed_tx 740600, accessedPercentage 1
executed_tx 740700, accessedPercentage 1
executed_tx 740800, accessedPercentage 1
executed_tx 740900, accessedPercentage 1
executed_tx 741000, accessedPercentage 1
executed_tx 741100, accessedPercentage 1
executed_tx 741200, accessedPercentage 1
executed_tx 741300, accessedPercentage 1
executed_tx 741400, accessedPercentage 1
executed_tx 741500, accessedPercentage 1
executed_tx 741600, accessedPercentage 1
executed_tx 741700, accessedPercentage 1
executed_tx 741800, accessedPercentage 1
executed_tx 741900, accessedPercentage 1
executed_tx 742000, accessedPercentage 1
executed_tx 742100, accessedPercentage 1
executed_tx 742200, accessedPercentage 1
executed_tx 742300, accessedPercentage 1
executed_tx 742400, accessedPercentage 1
executed_tx 742500, accessedPercentage 1
executed_tx 742600, accessedPercentage 1
executed_tx 742700, accessedPercentage 1
executed_tx 742800, accessedPercentage 1
executed_tx 742900, accessedPercentage 1
executed_tx 743000, accessedPercentage 1
executed_tx 743100, accessedPercentage 1
executed_tx 743200, accessedPercentage 1
executed_tx 743300, accessedPercentage 1
executed_tx 743400, accessedPercentage 1
executed_tx 743500, accessedPercentage 1
executed_tx 743600, accessedPercentage 1
executed_tx 743700, accessedPercentage 1
executed_tx 743800, accessedPercentage 1
executed_tx 743900, accessedPercentage 1
executed_tx 744000, accessedPercentage 1
executed_tx 744100, accessedPercentage 1
executed_tx 744200, accessedPercentage 1
executed_tx 744300, accessedPercentage 1
executed_tx 744400, accessedPercentage 1
executed_tx 744500, accessedPercentage 1
executed_tx 744600, accessedPercentage 1
executed_tx 744700, accessedPercentage 1
executed_tx 744800, accessedPercentage 1
executed_tx 744900, accessedPercentage 1
executed_tx 745000, accessedPercentage 1
executed_tx 745100, accessedPercentage 1
executed_tx 745200, accessedPercentage 1
executed_tx 745300, accessedPercentage 1
executed_tx 745400, accessedPercentage 1
executed_tx 745500, accessedPercentage 1
executed_tx 745600, accessedPercentage 1
executed_tx 745700, accessedPercentage 1
executed_tx 745800, accessedPercentage 1
executed_tx 745900, accessedPercentage 1
executed_tx 746000, accessedPercentage 1
executed_tx 746100, accessedPercentage 1
executed_tx 746200, accessedPercentage 1
executed_tx 746300, accessedPercentage 1
executed_tx 746400, accessedPercentage 1
executed_tx 746500, accessedPercentage 1
executed_tx 746600, accessedPercentage 1
Predicted: 79459.148438|79322.296875|108761.468750|73606.312500, measured: 107482.781250, max txs: 4, ab.prob: 0.869868
executed_tx 746700, accessedPercentage 1
executed_tx 746800, accessedPercentage 1
executed_tx 746900, accessedPercentage 1
executed_tx 747000, accessedPercentage 1
executed_tx 747100, accessedPercentage 1
executed_tx 747200, accessedPercentage 1
executed_tx 747300, accessedPercentage 1
executed_tx 747400, accessedPercentage 1
executed_tx 747500, accessedPercentage 1
executed_tx 747600, accessedPercentage 1
executed_tx 747700, accessedPercentage 1
executed_tx 747800, accessedPercentage 1
executed_tx 747900, accessedPercentage 1
executed_tx 748000, accessedPercentage 1
executed_tx 748100, accessedPercentage 1
executed_tx 748200, accessedPercentage 1
executed_tx 748300, accessedPercentage 1
executed_tx 748400, accessedPercentage 1
executed_tx 748500, accessedPercentage 1
executed_tx 748600, accessedPercentage 1
executed_tx 748700, accessedPercentage 1
executed_tx 748800, accessedPercentage 1
executed_tx 748900, accessedPercentage 1
executed_tx 749000, accessedPercentage 1
executed_tx 749100, accessedPercentage 1
executed_tx 749200, accessedPercentage 1
executed_tx 749300, accessedPercentage 1
executed_tx 749400, accessedPercentage 1
executed_tx 749500, accessedPercentage 1
executed_tx 749600, accessedPercentage 1
executed_tx 749700, accessedPercentage 1
executed_tx 749800, accessedPercentage 1
executed_tx 749900, accessedPercentage 1
executed_tx 750000, accessedPercentage 1
executed_tx 750100, accessedPercentage 1
executed_tx 750200, accessedPercentage 1
executed_tx 750300, accessedPercentage 1
executed_tx 750400, accessedPercentage 1
executed_tx 750500, accessedPercentage 1
executed_tx 750600, accessedPercentage 1
executed_tx 750700, accessedPercentage 1
executed_tx 750800, accessedPercentage 1
executed_tx 750900, accessedPercentage 1
executed_tx 751000, accessedPercentage 1
executed_tx 751100, accessedPercentage 1
executed_tx 751200, accessedPercentage 1
executed_tx 751300, accessedPercentage 1
executed_tx 751400, accessedPercentage 1
executed_tx 751500, accessedPercentage 1
executed_tx 751600, accessedPercentage 1
executed_tx 751700, accessedPercentage 1
executed_tx 751800, accessedPercentage 1
executed_tx 751900, accessedPercentage 1
executed_tx 752000, accessedPercentage 1
executed_tx 752100, accessedPercentage 1
executed_tx 752200, accessedPercentage 1
executed_tx 752300, accessedPercentage 1
executed_tx 752400, accessedPercentage 1
executed_tx 752500, accessedPercentage 1
executed_tx 752600, accessedPercentage 1
executed_tx 752700, accessedPercentage 1
executed_tx 752800, accessedPercentage 1
executed_tx 752900, accessedPercentage 1
executed_tx 753000, accessedPercentage 1
executed_tx 753100, accessedPercentage 1
executed_tx 753200, accessedPercentage 1
executed_tx 753300, accessedPercentage 1
executed_tx 753400, accessedPercentage 1
executed_tx 753500, accessedPercentage 1
executed_tx 753600, accessedPercentage 1
executed_tx 753700, accessedPercentage 1
executed_tx 753800, accessedPercentage 1
executed_tx 753900, accessedPercentage 1
executed_tx 754000, accessedPercentage 1
executed_tx 754100, accessedPercentage 1
executed_tx 754200, accessedPercentage 1
executed_tx 754300, accessedPercentage 1
executed_tx 754400, accessedPercentage 1
executed_tx 754500, accessedPercentage 1
executed_tx 754600, accessedPercentage 1
executed_tx 754700, accessedPercentage 1
executed_tx 754800, accessedPercentage 1
executed_tx 754900, accessedPercentage 1
executed_tx 755000, accessedPercentage 1
executed_tx 755100, accessedPercentage 1
executed_tx 755200, accessedPercentage 1
executed_tx 755300, accessedPercentage 1
executed_tx 755400, accessedPercentage 1
executed_tx 755500, accessedPercentage 1
executed_tx 755600, accessedPercentage 1
executed_tx 755700, accessedPercentage 1
executed_tx 755800, accessedPercentage 1
executed_tx 755900, accessedPercentage 1
executed_tx 756000, accessedPercentage 1
executed_tx 756100, accessedPercentage 1
executed_tx 756200, accessedPercentage 1
executed_tx 756300, accessedPercentage 1
executed_tx 756400, accessedPercentage 1
executed_tx 756500, accessedPercentage 1
executed_tx 756600, accessedPercentage 1
executed_tx 756700, accessedPercentage 1
executed_tx 756800, accessedPercentage 1
executed_tx 756900, accessedPercentage 1
executed_tx 757000, accessedPercentage 1
executed_tx 757100, accessedPercentage 1
executed_tx 757200, accessedPercentage 1
executed_tx 757300, accessedPercentage 1
executed_tx 757400, accessedPercentage 1
executed_tx 757500, accessedPercentage 1
executed_tx 757600, accessedPercentage 1
executed_tx 757700, accessedPercentage 1
executed_tx 757800, accessedPercentage 1
executed_tx 757900, accessedPercentage 1
executed_tx 758000, accessedPercentage 1
executed_tx 758100, accessedPercentage 1
executed_tx 758200, accessedPercentage 1
executed_tx 758300, accessedPercentage 1
executed_tx 758400, accessedPercentage 1
executed_tx 758500, accessedPercentage 1
executed_tx 758600, accessedPercentage 1
executed_tx 758700, accessedPercentage 1
executed_tx 758800, accessedPercentage 1
executed_tx 758900, accessedPercentage 1
executed_tx 759000, accessedPercentage 1
executed_tx 759100, accessedPercentage 1
executed_tx 759200, accessedPercentage 1
executed_tx 759300, accessedPercentage 1
executed_tx 759400, accessedPercentage 1
executed_tx 759500, accessedPercentage 1
executed_tx 759600, accessedPercentage 1
executed_tx 759700, accessedPercentage 1
executed_tx 759800, accessedPercentage 1
executed_tx 759900, accessedPercentage 1
executed_tx 760000, accessedPercentage 1
executed_tx 760100, accessedPercentage 1
executed_tx 760200, accessedPercentage 1
executed_tx 760300, accessedPercentage 1
executed_tx 760400, accessedPercentage 1
executed_tx 760500, accessedPercentage 1
executed_tx 760600, accessedPercentage 1
executed_tx 760700, accessedPercentage 1
executed_tx 760800, accessedPercentage 1
executed_tx 760900, accessedPercentage 1
executed_tx 761000, accessedPercentage 1
executed_tx 761100, accessedPercentage 1
executed_tx 761200, accessedPercentage 1
executed_tx 761300, accessedPercentage 1
executed_tx 761400, accessedPercentage 1
executed_tx 761500, accessedPercentage 1
executed_tx 761600, accessedPercentage 1
executed_tx 761700, accessedPercentage 1
executed_tx 761800, accessedPercentage 1
executed_tx 761900, accessedPercentage 1
executed_tx 762000, accessedPercentage 1
executed_tx 762100, accessedPercentage 1
executed_tx 762200, accessedPercentage 1
executed_tx 762300, accessedPercentage 1
executed_tx 762400, accessedPercentage 1
executed_tx 762500, accessedPercentage 1
executed_tx 762600, accessedPercentage 1
executed_tx 762700, accessedPercentage 1
executed_tx 762800, accessedPercentage 1
executed_tx 762900, accessedPercentage 1
executed_tx 763000, accessedPercentage 1
executed_tx 763100, accessedPercentage 1
executed_tx 763200, accessedPercentage 1
executed_tx 763300, accessedPercentage 1
executed_tx 763400, accessedPercentage 1
executed_tx 763500, accessedPercentage 1
executed_tx 763600, accessedPercentage 1
executed_tx 763700, accessedPercentage 1
executed_tx 763800, accessedPercentage 1
executed_tx 763900, accessedPercentage 1
executed_tx 764000, accessedPercentage 1
executed_tx 764100, accessedPercentage 1
executed_tx 764200, accessedPercentage 1
executed_tx 764300, accessedPercentage 1
executed_tx 764400, accessedPercentage 1
executed_tx 764500, accessedPercentage 1
executed_tx 764600, accessedPercentage 1
executed_tx 764700, accessedPercentage 1
executed_tx 764800, accessedPercentage 1
executed_tx 764900, accessedPercentage 1
executed_tx 765000, accessedPercentage 1
executed_tx 765100, accessedPercentage 1
executed_tx 765200, accessedPercentage 1
executed_tx 765300, accessedPercentage 1
executed_tx 765400, accessedPercentage 1
executed_tx 765500, accessedPercentage 1
executed_tx 765600, accessedPercentage 1
executed_tx 765700, accessedPercentage 1
executed_tx 765800, accessedPercentage 1
executed_tx 765900, accessedPercentage 1
executed_tx 766000, accessedPercentage 1
executed_tx 766100, accessedPercentage 1
executed_tx 766200, accessedPercentage 1
executed_tx 766300, accessedPercentage 1
executed_tx 766400, accessedPercentage 1
executed_tx 766500, accessedPercentage 1
executed_tx 766600, accessedPercentage 1
executed_tx 766700, accessedPercentage 1
executed_tx 766800, accessedPercentage 1
executed_tx 766900, accessedPercentage 1
executed_tx 767000, accessedPercentage 1
executed_tx 767100, accessedPercentage 1
executed_tx 767200, accessedPercentage 1
